Male,Sophomore,None,No,Heterosexual,White,Life sciences,No,No,Domestic,No opinion,Somewhat informed,"Passion for subject, Chances of employment after graduation",Strongly disagree,Somewhat agree,Never,Once a year,Somewhat agree,Somewhat agree,No opinion,"Preparation books, Free resources offered by community or school",Parties and other social gatherings,,,,,,
Female,First-year,None,No,Heterosexual,White,Humanities/arts,No,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Influence of family",No opinion,Somewhat agree,Never,More than once a week,Somewhat agree,Strongly disagree,Somewhat disagree,"Professional testing tutor (paid), Testing classes (paid), Preparation books",Extracurricular activities,,,,,,
Female,First-year,Grants and loans,No,Heterosexual,Hispanic,Social sciences (not incl. BEO or econ),,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Chances of employment after graduation, Influence of family",No opinion,Somewhat agree,Once or twice a semester,Once or twice a month,Somewhat agree,Somewhat agree,Strongly disagree,"Testing classes (paid), Free resources offered by community or school",I have not hooked up with anyone at Brown,,,,,,
Male,Senior,Grants and loans,No,Heterosexual,White,Humanities/arts,No,No,Domestic,Strongly approve,Somewhat informed,"Passion for subject, Influence of faculty members, Influence of peers",Strongly agree,Somewhat disagree,Never,Once a week,Somewhat agree,Strongly disagree,Strongly disagree,No resources,"Classes, Mutual friends",,,,,,
Male,Sophomore,None,No,Heterosexual,White,Humanities/arts,Yes,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Influence of faculty members, Influence of family",No opinion,Somewhat disagree,Once or twice a month,Once a week,Strongly disagree,Somewhat agree,Strongly disagree,"Professional testing tutor (paid), Student testing tutor (paid), Testing classes (paid)","Mutual friends, Parties and other social gatherings",,,,,,
Female,Junior,None,No,Bisexual,"Asian, Other",Humanities/arts,No,No,International,No opinion,Somewhat informed,Passion for subject,Somewhat agree,Strongly agree,Never,Once or twice a month,Somewhat agree,Strongly disagree,Strongly disagree,Preparation books,I have not hooked up with anyone at Brown,,,,,,
Male,Junior,None,No,Heterosexual,Asian,"Business (BEO or econ), Social sciences (not incl. BEO or econ)",Yes,No,Domestic,Somewhat disapprove,Somewhat informed,Passion for subject,Strongly disagree,Strongly disagree,Once or twice a semester,Once a year,Strongly agree,Strongly agree,Strongly disagree,Preparation books,Extracurricular activities,,,,,,
Female,First-year,"Grants, covering some costs",No,Bisexual,White,Humanities/arts,No,No,Domestic,No opinion,Somewhat informed,"Passion for subject, Influence of family",Somewhat disagree,Somewhat disagree,Never,Once or twice a month,Somewhat agree,Somewhat agree,Somewhat disagree,"Preparation books, Free resources offered by community or school","Mutual friends, Parties and other social gatherings",,,,,,
Male,Sophomore,None,No,Heterosexual,White,Humanities/arts,Yes,No,Domestic,Somewhat approve,Somewhat informed,Passion for subject,Strongly agree,Somewhat agree,Never,Once or twice a month,No opinion,Somewhat disagree,Somewhat disagree,Professional testing tutor (paid),"Classes, Housing arrangements, Parties and other social gatherings, Extracurricular activities",,,,,,
Male,Sophomore,None,Yes,Heterosexual,Asian,Life sciences,No,No,Domestic,Somewhat disapprove,Somewhat informed,"Passion for subject, Influence of family",Somewhat agree,No opinion,Once a week,Once or twice a semester,Somewhat agree,Somewhat agree,No opinion,"Professional testing tutor (paid), Testing classes (paid), Preparation books","Dating apps or websites, Classes, Parties and other social gatherings, Extracurricular activities",,,,,,
Male,Sophomore,None,No,Heterosexual,White,Social sciences (not incl. BEO or econ),No,No,Domestic,Somewhat approve,Somewhat informed,Passion for subject,Somewhat agree,Strongly agree,Once a week,Once a week,Somewhat agree,Somewhat agree,Strongly disagree,"Professional testing tutor (paid), Preparation books",Parties and other social gatherings,,,,,,
Male,Senior,None,No,Heterosexual,Asian,Life sciences,No,No,Domestic,Strongly approve,Somewhat informed,Passion for subject,Somewhat disagree,Somewhat agree,Once a year,Once or twice a month,Strongly agree,Strongly agree,Strongly disagree,Preparation books,I have not hooked up with anyone at Brown,,,,,,
Female,Senior,Grants and loans,No,Heterosexual,Black,"Life sciences, Social sciences (not incl. BEO or econ)",No,No,Domestic,No opinion,Somewhat informed,"Passion for subject, Chances of employment after graduation",Strongly agree,Strongly agree,Once or twice a semester,Once or twice a semester,Somewhat agree,Somewhat agree,Strongly disagree,No resources,Classes,,,,,,
Male,Sophomore,"Grants, covering some costs",No,Heterosexual,White,Life sciences,No,No,Domestic,Somewhat approve,Somewhat uninformed,Passion for subject,Somewhat agree,No opinion,Once or twice a semester,Once or twice a semester,Strongly agree,Strongly agree,Somewhat disagree,No resources,I have not hooked up with anyone at Brown,,,,,,
Female,Junior,None,No,Heterosexual,"White, Asian",Social sciences (not incl. BEO or econ),Yes,No,Domestic,No opinion,Somewhat informed,"Passion for subject, Chances of employment after graduation, Influence of family",Strongly agree,Strongly agree,Once or twice a semester,Once or twice a semester,Somewhat agree,No opinion,Somewhat disagree,"Testing classes (paid), Preparation books, Free resources offered by community or school","Housing arrangements, Extracurricular activities",,,,,,
Male,Sophomore,Grants and loans,No,Heterosexual,Native Hawaiian/Pacific Islander,Life sciences,No,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Chances of employment after graduation, Influence of family",Strongly agree,Strongly agree,Once a week,Once or twice a semester,Somewhat agree,Somewhat disagree,Somewhat disagree,"Preparation books, Free resources offered by community or school","Mutual friends, Parties and other social gatherings, Extracurricular activities",,,,,,
Female,First-year,None,No,Heterosexual,White,Life sciences,No,No,Domestic,No opinion,Somewhat uninformed,"Passion for subject, Influence of faculty members",No opinion,Strongly agree,Once or twice a semester,More than once a week,Somewhat agree,Somewhat agree,Strongly disagree,"Professional testing tutor (paid), Preparation books, Free resources offered by community or school","Mutual friends, Parties and other social gatherings",,,,,,
Female,Senior,Grants and loans,No,Bisexual,White,"Physical sciences (incl. math, CS)",Yes,No,Domestic,No opinion,Somewhat informed,"Passion for subject, Chances of employment after graduation",Strongly disagree,Strongly agree,Never,Once a year,Somewhat agree,Strongly agree,Strongly disagree,Preparation books,Housing arrangements,,,,,,
Male,Sophomore,"Grants, covering some costs",No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,Domestic,No opinion,Somewhat informed,Passion for subject,Strongly agree,Strongly agree,Once a year,Once a year,No opinion,Somewhat agree,No opinion,Testing classes (paid),I have not hooked up with anyone at Brown,,,,,,
Female,Sophomore,Grants and loans,Yes,Heterosexual,Asian,Life sciences,No,No,Domestic,No opinion,Very informed,Passion for subject,No opinion,Somewhat agree,Once a week,Once or twice a month,Somewhat agree,Somewhat agree,No opinion,Preparation books,"Classes, Mutual friends, Parties and other social gatherings, Extracurricular activities",,,,,,
Male,Sophomore,"Grants, covering all costs",No,Heterosexual,Hispanic,Life sciences,,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Influence of faculty members",Somewhat agree,Strongly agree,Never,Once or twice a semester,Somewhat agree,Strongly agree,Strongly disagree,No resources,I have not hooked up with anyone at Brown,,,,,,
Female,Sophomore,None,No,Bisexual,White,Humanities/arts,No,No,Domestic,No opinion,Somewhat informed,"Passion for subject, Influence of faculty members",Somewhat agree,Somewhat agree,Never,Once or twice a month,Somewhat agree,No opinion,Somewhat disagree,"Preparation books, Free resources offered by community or school",Parties and other social gatherings,,,,,,
Male,Senior,"Grants, covering some costs",No,Heterosexual,Black,Life sciences,No,No,International,No opinion,Somewhat informed,Passion for subject,Somewhat disagree,Strongly agree,Once a year,Once or twice a month,Somewhat agree,Strongly agree,No opinion,No resources,I have not hooked up with anyone at Brown,,,,,,
Female,Sophomore,Grants and loans,No,Heterosexual,Other,Humanities/arts,No,No,Domestic,Somewhat disapprove,Somewhat informed,Passion for subject,Strongly agree,Strongly agree,Never,Once or twice a month,Strongly agree,Somewhat disagree,Somewhat disagree,"Professional testing tutor (paid), Preparation books",I have not hooked up with anyone at Brown,,,,,,
Male,Senior,Grants and loans,No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Chances of employment after graduation, Influence of family",Strongly disagree,Strongly disagree,Never,Once a year,Somewhat agree,Strongly agree,No opinion,Preparation books,Classes,,,,,,
Female,Junior,None,No,Heterosexual,White,Humanities/arts,Yes,No,Domestic,No opinion,Somewhat informed,Passion for subject,Strongly disagree,Strongly agree,Once a year,Once or twice a semester,Strongly agree,Somewhat agree,Strongly disagree,"Professional testing tutor (paid), Preparation books","Classes, Mutual friends, Parties and other social gatherings",,,,,,
Female,First-year,None,No,Heterosexual,White,"Physical sciences (incl. math, CS)",No,No,Domestic,No opinion,Somewhat uninformed,"Passion for subject, Influence of family",Somewhat agree,Strongly agree,Once a week,Once or twice a semester,No opinion,Strongly disagree,Strongly disagree,"Preparation books, Free resources offered by community or school",I have not hooked up with anyone at Brown,,,,,,
Female,Sophomore,Grants and loans,No,Heterosexual,Asian,Business (BEO or econ),No,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Chances of employment after graduation",No opinion,No opinion,Never,Once a year,No opinion,No opinion,Somewhat disagree,"Preparation books, Free resources offered by community or school",Dating apps or websites,,,,,,
Female,Junior,None,No,Heterosexual,White,Life sciences,,No,Domestic,No opinion,Somewhat informed,"Passion for subject, Chances of employment after graduation",Somewhat disagree,Somewhat agree,Once or twice a semester,Once a year,No opinion,Somewhat agree,No opinion,"Professional testing tutor (paid), Testing classes (paid), Preparation books","Classes, Mutual friends, Parties and other social gatherings",,,,,,
Female,Sophomore,None,No,Heterosexual,Asian,Life sciences,No,Yes,International,Somewhat approve,Somewhat informed,"Passion for subject, Chances of employment after graduation, Influence of faculty members, Influence of family",Strongly agree,Strongly agree,Once or twice a semester,Once or twice a semester,Somewhat agree,No opinion,No opinion,Preparation books,I have not hooked up with anyone at Brown,,,,,,
Female,Sophomore,None,Yes,,White,Humanities/arts,No,No,International,Somewhat approve,Somewhat informed,"Passion for subject, Influence of faculty members, Influence of peers",Strongly agree,Strongly agree,Once a year,Once or twice a semester,Somewhat agree,Somewhat agree,Somewhat disagree,Preparation books,Mutual friends,,,,,,
Male,Sophomore,None,No,Heterosexual,White,"Physical sciences (incl. math, CS)",No,No,Domestic,Strongly approve,Somewhat informed,"Passion for subject, Chances of employment after graduation, Influence of peers, Influence of family",Strongly disagree,Strongly disagree,Never,Once or twice a month,Strongly agree,Strongly agree,Strongly disagree,Preparation books,I have not hooked up with anyone at Brown,,,,,,
Female,Senior,None,No,Heterosexual,White,Life sciences,No,No,Domestic,Somewhat approve,Very informed,"Passion for subject, Chances of employment after graduation, Influence of family",Somewhat agree,Somewhat agree,Once a year,Once or twice a month,Strongly agree,Strongly agree,Strongly disagree,"Preparation books, Free resources offered by community or school","Dating apps or websites, Mutual friends, Parties and other social gatherings, Extracurricular activities",,,,,,
Female,Junior,None,No,Heterosexual,Asian,"Life sciences, Business (BEO or econ)",No,No,International,No opinion,Somewhat informed,"Passion for subject, Chances of employment after graduation, Influence of peers, Influence of family",Strongly agree,Strongly agree,Once a year,Once or twice a month,No opinion,Strongly agree,No opinion,"Professional testing tutor (paid), Student testing tutor (paid), Preparation books",I have not hooked up with anyone at Brown,,,,,,
Male,Sophomore,"Grants, covering some costs",No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,Yes,Domestic,Somewhat approve,Very informed,Passion for subject,Somewhat disagree,Strongly agree,Never,Once a year,No opinion,Somewhat disagree,Strongly disagree,Preparation books,Housing arrangements,,,,,,
Male,Sophomore,None,No,Heterosexual,Asian,"Humanities/arts, Business (BEO or econ)",No,No,International,No opinion,Somewhat informed,Chances of employment after graduation,Somewhat disagree,Somewhat agree,Once a year,Never,Somewhat agree,No opinion,No opinion,Preparation books,I have not hooked up with anyone at Brown,,,,,,
Male,Senior,Grants and loans,No,Gay,"White, Hispanic","Physical sciences (incl. math, CS), Social sciences (not incl. BEO or econ)",No,No,Domestic,No opinion,Somewhat informed,"Passion for subject, Chances of employment after graduation",Somewhat agree,Strongly agree,Never,Once or twice a semester,Strongly agree,Somewhat agree,No opinion,"Preparation books, Free resources offered by community or school",Dating apps or websites,,,,,,
Male,First-year,None,No,Heterosexual,Asian,"Life sciences, Social sciences (not incl. BEO or econ)",No,No,Domestic,Strongly approve,Somewhat informed,"Passion for subject, Influence of faculty members, Influence of peers",Somewhat agree,No opinion,Never,Never,Somewhat agree,Somewhat agree,No opinion,Preparation books,I have not hooked up with anyone at Brown,,,,,,
Female,First-year,Grants and loans,No,Heterosexual,Other,Life sciences,No,Yes,Domestic,Somewhat approve,Somewhat informed,Passion for subject,Somewhat agree,Strongly agree,Once or twice a semester,Once or twice a semester,Strongly agree,Somewhat agree,Strongly disagree,"Preparation books, Free resources offered by community or school",Other,,,,,,
Male,First-year,None,No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,International,Somewhat disapprove,Somewhat uninformed,Passion for subject,Somewhat agree,Strongly disagree,Once or twice a semester,Never,Somewhat agree,Strongly agree,No opinion,Preparation books,Parties and other social gatherings,,,,,,
Male,First-year,None,No,Gay,White,"Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat disapprove,Somewhat informed,"Passion for subject, Chances of employment after graduation",Somewhat agree,Somewhat agree,Once or twice a semester,Once or twice a semester,No opinion,Somewhat disagree,Strongly disagree,"Professional testing tutor (paid), Preparation books",Parties and other social gatherings,,,,,,
Male,Junior,None,No,Gay,White,Social sciences (not incl. BEO or econ),No,No,Domestic,Strongly approve,Very informed,"Passion for subject, Chances of employment after graduation, Influence of faculty members",Somewhat disagree,Strongly agree,Never,Once a year,Somewhat agree,Strongly agree,Strongly disagree,"Professional testing tutor (paid), Preparation books","Dating apps or websites, Mutual friends",,,,,,
Male,Senior,None,No,Gay,"White, Asian","Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Chances of employment after graduation, Influence of faculty members",Strongly disagree,Somewhat disagree,Never,Once or twice a month,Somewhat agree,Strongly agree,Strongly disagree,"Preparation books, Free resources offered by community or school","Dating apps or websites, Mutual friends, Parties and other social gatherings",,,,,,
Female,Junior,"Grants, covering some costs",No,Heterosexual,Hispanic,Business (BEO or econ),No,No,Domestic,No opinion,Somewhat informed,Chances of employment after graduation,Somewhat agree,No opinion,Never,Once a year,Somewhat agree,No opinion,No opinion,"Testing classes (paid), Preparation books","Mutual friends, Parties and other social gatherings",,,,,,
Female,Junior,"Grants, covering some costs",No,Heterosexual,Asian,Life sciences,No,Yes,Domestic,Somewhat disapprove,Somewhat informed,Chances of employment after graduation,No opinion,Strongly agree,Never,Once or twice a semester,No opinion,Somewhat agree,No opinion,"Testing classes (paid), Preparation books, Free resources offered by community or school",,,,,,,
Female,Senior,"Grants, covering some costs",No,Heterosexual,Asian,Life sciences,No,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Chances of employment after graduation",Somewhat agree,Somewhat agree,Once a year,Once or twice a semester,No opinion,No opinion,No opinion,"Professional testing tutor (paid), Testing classes (paid), Preparation books","Mutual friends, Parties and other social gatherings, Extracurricular activities",,,,,,
Male,Junior,Grants and loans,Yes,Heterosexual,Hispanic,Life sciences,No,Yes,Domestic,Strongly approve,Very informed,Passion for subject,No opinion,Somewhat agree,More than once a week,Once a week,Strongly agree,Strongly agree,Strongly disagree,Free resources offered by community or school,"Classes, Mutual friends, Parties and other social gatherings, Extracurricular activities",,,,,,
Male,Sophomore,None,Yes,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat approve,Somewhat informed,"Chances of employment after graduation, Influence of family",No opinion,No opinion,Once or twice a month,Once or twice a month,Somewhat agree,Somewhat agree,No opinion,"Testing classes (paid), Preparation books, Free resources offered by community or school","Classes, Mutual friends, Extracurricular activities",,,,,,
Female,Junior,"Grants, covering all costs",No,Heterosexual,White,Life sciences,No,Yes,Domestic,No opinion,Somewhat informed,"Passion for subject, Chances of employment after graduation",Somewhat agree,Strongly agree,Once a year,Once or twice a semester,Somewhat agree,No opinion,No opinion,No resources,"Classes, Mutual friends",,,,,,
Female,Sophomore,None,No,Heterosexual,Asian,Life sciences,No,No,Domestic,No opinion,Somewhat informed,Passion for subject,Somewhat agree,Strongly agree,Once or twice a semester,Once or twice a semester,Strongly agree,Somewhat agree,Strongly disagree,"Testing classes (paid), Preparation books",Housing arrangements,,,,,,
Female,Junior,None,No,Heterosexual,Asian,Life sciences,No,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Chances of employment after graduation, Influence of peers, Influence of family",No opinion,No opinion,Never,Once a year,Strongly agree,Somewhat agree,No opinion,"Professional testing tutor (paid), Preparation books, Free resources offered by community or school","Mutual friends, Parties and other social gatherings, Extracurricular activities",,,,,,
Male,Sophomore,"Grants, covering some costs",No,Heterosexual,"White, Hispanic",Life sciences,No,No,Domestic,Strongly approve,Somewhat informed,Passion for subject,No opinion,Strongly disagree,Once a year,Once a year,Strongly agree,Strongly agree,Somewhat agree,No resources,Parties and other social gatherings,,,,,,
Male,Senior,"Grants, covering some costs",Yes,Heterosexual,White,Social sciences (not incl. BEO or econ),,,,Somewhat disapprove,Somewhat informed,Passion for subject,No opinion,Somewhat disagree,Once or twice a month,Once or twice a semester,Somewhat agree,Somewhat agree,Strongly disagree,"Professional testing tutor (paid), Testing classes (paid), Preparation books, Free resources offered by community or school","Dating apps or websites, Mutual friends, Parties and other social gatherings",,,,,,
Female,Sophomore,,No,Heterosexual,White,Life sciences,Yes,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Chances of employment after graduation, Influence of faculty members, Influence of peers, Influence of family",No opinion,Somewhat agree,Once or twice a semester,Once or twice a month,Somewhat agree,Somewhat agree,Strongly disagree,"Professional testing tutor (paid), Student testing tutor (paid), Preparation books","Parties and other social gatherings, Extracurricular activities",,,,,,
Female,Senior,None,Yes,Heterosexual,"White, Asian",Business (BEO or econ),No,No,Domestic,Somewhat approve,Somewhat uninformed,Influence of family,Somewhat agree,Somewhat agree,Once a year,Once a week,Somewhat agree,Somewhat agree,No opinion,"Professional testing tutor (paid), Testing classes (paid), Preparation books",Parties and other social gatherings,,,,,,
Female,Sophomore,None,No,Heterosexual,Other,Social sciences (not incl. BEO or econ),No,No,International,No opinion,Somewhat informed,"Passion for subject, Influence of faculty members",Somewhat agree,No opinion,Never,Never,No opinion,Somewhat agree,No opinion,"Preparation books, Free resources offered by community or school",I have not hooked up with anyone at Brown,,,,,,
Female,Senior,Grants and loans,No,Heterosexual,Asian,"Physical sciences (incl. math, CS), Business (BEO or econ)",Yes,No,Domestic,No opinion,Somewhat informed,"Passion for subject, Chances of employment after graduation, Influence of family",No opinion,Somewhat disagree,Once or twice a semester,Once or twice a semester,Strongly agree,Strongly agree,No opinion,Preparation books,"Dating apps or websites, Mutual friends, Parties and other social gatherings, Extracurricular activities",,,,,,
Female,Sophomore,"Grants, covering some costs",No,Heterosexual,White,Humanities/arts,No,No,Domestic,Somewhat approve,Somewhat informed,Passion for subject,No opinion,Somewhat agree,Once a week,Once a week,Somewhat agree,Strongly disagree,Somewhat disagree,"Preparation books, Free resources offered by community or school",Extracurricular activities,,,,,,
Female,Sophomore,"Grants, covering all costs",No,Heterosexual,Asian,"Humanities/arts, Physical sciences (incl. math, CS)",No,Yes,Domestic,Somewhat disapprove,Somewhat informed,"Passion for subject, Chances of employment after graduation",Somewhat agree,No opinion,Once a year,Once a year,Somewhat agree,Strongly agree,Strongly disagree,"Preparation books, Free resources offered by community or school",I have not hooked up with anyone at Brown,,,,,,
Female,Senior,None,No,Heterosexual,White,"Physical sciences (incl. math, CS), Business (BEO or econ)",No,No,Domestic,Strongly approve,Very informed,"Passion for subject, Chances of employment after graduation",Somewhat agree,Strongly agree,Once or twice a month,Once or twice a semester,Somewhat agree,Somewhat agree,Strongly disagree,"Preparation books, Free resources offered by community or school","Classes, Mutual friends, Housing arrangements, Parties and other social gatherings, Extracurricular activities",,,,,,
Female,Senior,None,No,Heterosexual,White,Social sciences (not incl. BEO or econ),No,No,Domestic,Strongly approve,Very informed,"Passion for subject, Influence of faculty members",Somewhat disagree,Strongly agree,Once a year,Once or twice a semester,Strongly agree,Strongly agree,Strongly disagree,"Professional testing tutor (paid), Free resources offered by community or school","Housing arrangements, Parties and other social gatherings",,,,,,
Female,Sophomore,"Grants, covering some costs",No,Other,Black,"Humanities/arts, Physical sciences (incl. math, CS)",No,No,Domestic,No opinion,Somewhat informed,Passion for subject,Strongly agree,Strongly agree,Once a year,Once or twice a semester,Somewhat agree,Somewhat disagree,Somewhat disagree,Preparation books,Mutual friends,,,,,,
Female,Sophomore,None,No,Heterosexual,White,Business (BEO or econ),No,No,Domestic,Somewhat approve,Somewhat informed,Chances of employment after graduation,Somewhat disagree,Strongly agree,Once or twice a semester,Once or twice a semester,No opinion,Somewhat disagree,,Professional testing tutor (paid),,,,,,,
Female,Sophomore,None,No,Bisexual,White,Humanities/arts,No,No,International,No opinion,Very informed,Passion for subject,Somewhat agree,Somewhat agree,Once or twice a month,Once or twice a month,Somewhat agree,Strongly disagree,No opinion,"Professional testing tutor (paid), Student testing tutor (paid), Testing classes (paid), Preparation books, Free resources offered by community or school",Other,,,,,,
Male,Junior,"Grants, covering all costs",No,Heterosexual,White,Humanities/arts,No,No,Domestic,No opinion,Somewhat informed,"Passion for subject, Chances of employment after graduation",Somewhat disagree,No opinion,Never,Once or twice a month,No opinion,No opinion,Strongly disagree,Free resources offered by community or school,"Dating apps or websites, Classes, Mutual friends, Housing arrangements, Parties and other social gatherings, Extracurricular activities",,,,,,
Male,Sophomore,None,No,Heterosexual,White,"Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Chances of employment after graduation, Influence of peers",Somewhat disagree,Somewhat agree,Once a year,Once a week,Somewhat agree,No opinion,Strongly disagree,"Professional testing tutor (paid), Preparation books","Classes, Housing arrangements",,,,,,
Female,Junior,None,No,Heterosexual,Asian,Social sciences (not incl. BEO or econ),No,No,International,No opinion,Somewhat informed,"Passion for subject, Chances of employment after graduation",Strongly agree,Strongly agree,Never,Once or twice a semester,Somewhat agree,Somewhat disagree,No opinion,Preparation books,,,,,,,
Female,Junior,None,No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Chances of employment after graduation, Influence of family",Somewhat disagree,Strongly agree,Never,Once or twice a semester,Strongly agree,Somewhat agree,,"Preparation books, Free resources offered by community or school",I have not hooked up with anyone at Brown,,,,,,
Female,Junior,None,No,Heterosexual,Asian,"Humanities/arts, Business (BEO or econ)",No,No,International,Somewhat approve,Very informed,"Passion for subject, Chances of employment after graduation, Influence of family",Somewhat agree,Somewhat agree,Once a year,Once or twice a semester,Somewhat agree,Strongly agree,Strongly disagree,"Professional testing tutor (paid), Student testing tutor (paid), Testing classes (paid), Preparation books, Free resources offered by community or school",Parties and other social gatherings,,,,,,
Female,Senior,None,No,Heterosexual,Asian,Business (BEO or econ),No,No,International,Strongly approve,Somewhat informed,Passion for subject,Strongly agree,Somewhat agree,Once a year,Once or twice a month,Somewhat agree,Strongly agree,Strongly agree,Professional testing tutor (paid),Other,,,,,,
Female,First-year,None,No,Heterosexual,White,Business (BEO or econ),No,No,Domestic,Somewhat approve,Very informed,Passion for subject,Strongly agree,Strongly agree,Once a year,Once or twice a month,Strongly agree,Somewhat agree,No opinion,"Professional testing tutor (paid), Preparation books","Classes, Mutual friends, Housing arrangements, Parties and other social gatherings, Extracurricular activities",,,,,,
Male,First-year,None,No,Heterosexual,"White, Asian","Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat approve,Very informed,"Passion for subject, Influence of faculty members",No opinion,No opinion,Once or twice a semester,Once or twice a month,Strongly agree,Somewhat disagree,Somewhat disagree,"Testing classes (paid), Preparation books","Classes, Mutual friends, Housing arrangements",,,,,,
Female,First-year,"Grants, covering some costs",No,Bisexual,Asian,Social sciences (not incl. BEO or econ),No,Yes,Domestic,Somewhat disapprove,Somewhat informed,"Passion for subject, Chances of employment after graduation, Influence of peers",Strongly agree,Strongly agree,Once or twice a semester,Once or twice a semester,Somewhat agree,Strongly agree,Somewhat disagree,"Preparation books, Free resources offered by community or school","Mutual friends, Other",,,,,,
Female,Senior,"Grants, covering some costs",No,Heterosexual,"Hispanic, Black, Other","Business (BEO or econ), Social sciences (not incl. BEO or econ)",No,Yes,Domestic,Strongly disapprove,Very informed,"Passion for subject, Chances of employment after graduation",Strongly agree,Strongly agree,Once or twice a semester,Once or twice a semester,Somewhat disagree,No opinion,No opinion,Free resources offered by community or school,I have not hooked up with anyone at Brown,,,,,,
Female,Junior,Grants and loans,,Heterosexual,Black,Life sciences,No,Yes,Domestic,No opinion,Somewhat informed,"Chances of employment after graduation, Influence of peers, Influence of family",Somewhat agree,Somewhat agree,Never,Once or twice a month,Somewhat agree,No opinion,Strongly disagree,No resources,"Dating apps or websites, Mutual friends",,,,,,
Female,First-year,"Grants, covering all costs",No,Heterosexual,Asian,"Humanities/arts, Physical sciences (incl. math, CS)",No,No,Domestic,Strongly disapprove,Very informed,"Passion for subject, Chances of employment after graduation, Influence of peers, Influence of family",Somewhat agree,Strongly agree,Never,Never,Strongly agree,Strongly disagree,Strongly agree,No resources,I have not hooked up with anyone at Brown,,,,,,
Male,Senior,Grants and loans,No,Heterosexual,White,"Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat approve,Somewhat uninformed,"Passion for subject, Chances of employment after graduation, Influence of faculty members",Strongly agree,No opinion,Never,Once or twice a semester,Somewhat agree,No opinion,Somewhat disagree,"Preparation books, Free resources offered by community or school",Other,,,,,,
Male,Senior,None,No,Gay,"White, Asian",Life sciences,Yes,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Chances of employment after graduation, Influence of family",No opinion,Somewhat agree,Once a week,Once or twice a semester,Somewhat disagree,Somewhat disagree,Strongly disagree,"Professional testing tutor (paid), Student testing tutor (paid), Testing classes (paid), Preparation books, Free resources offered by community or school","Dating apps or websites, Classes, Mutual friends, Housing arrangements, Parties and other social gatherings, Extracurricular activities, Other",,,,,,
Male,Senior,None,No,Heterosexual,White,"Life sciences, Business (BEO or econ)",No,No,International,No opinion,Somewhat uninformed,"Passion for subject, Chances of employment after graduation",No opinion,Somewhat disagree,Once or twice a semester,Once a year,Strongly agree,Strongly agree,Somewhat disagree,"Professional testing tutor (paid), Student testing tutor (paid), Testing classes (paid), Preparation books","Mutual friends, Housing arrangements, Parties and other social gatherings",,,,,,
Female,Senior,None,No,Heterosexual,White,"Humanities/arts, Life sciences",No,No,International,Somewhat approve,Very informed,"Passion for subject, Influence of family",Strongly agree,Somewhat disagree,Never,Once a week,Strongly agree,Somewhat agree,Strongly disagree,Testing classes (paid),"Mutual friends, Parties and other social gatherings",,,,,,
Female,Senior,"Grants, covering some costs",No,,,"Physical sciences (incl. math, CS)",No,Yes,Domestic,No opinion,Somewhat informed,Chances of employment after graduation,Somewhat agree,Strongly agree,Once or twice a semester,Once or twice a semester,No opinion,Somewhat agree,No opinion,Free resources offered by community or school,Parties and other social gatherings,,,,,,
Female,Junior,Grants and loans,No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Chances of employment after graduation",Strongly disagree,Strongly disagree,Never,Once or twice a semester,Somewhat agree,Strongly agree,Strongly disagree,"Professional testing tutor (paid), Testing classes (paid), Preparation books",I have not hooked up with anyone at Brown,,,,,,
Female,Sophomore,None,No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat disapprove,Somewhat informed,"Passion for subject, Chances of employment after graduation, Influence of family",Strongly agree,Strongly agree,Never,Once a week,Somewhat agree,No opinion,Somewhat disagree,Preparation books,I have not hooked up with anyone at Brown,,,,,,
